,id,name,equation,CH4 + AQDS rep 1
165,rxn00555_c0,L-glutamine:D-fructose-6-phosphate isomerase (deaminating) [c0],L-Glutamine [c0] + D-fructose-6-phosphate [c0] <=> L-Glutamate [c0] + D-Glucosamine phosphate [c0],4.326810752083873e-06
166,rxn00558_c0,D-glucose-6-phosphate aldose-ketose-isomerase [c0],D-glucose-6-phosphate [c0] <=> D-fructose-6-phosphate [c0],-3.419406241792328e-05
167,rxn00568_c0,NIRBD-RXN.c [c0],2 H2O [c0] + 3 NAD [c0] + NH3 [c0] <-- 3 NADH [c0] + 5 H+ [c0] + Nitrite [c0],0.0
168,rxn00569_c0,Nitrite reductase (NAD(P)H) [c0],2 H2O [c0] + 3 NADP [c0] + NH3 [c0] <-- 3 NADPH [c0] + 5 H+ [c0] + Nitrite [c0],0.0
169,rxn00609_c0,myo-Inositol-1-phosphate synthase [c0],Inositol 1-phosphate [c0] <=> D-glucose-6-phosphate [c0],0.0
170,rxn00634_c0,D-Glucitol:NAD+ 2-oxidoreductase [c0],NAD [c0] + Sorbitol [c0] <=> NADH [c0] + H+ [c0] + D-Fructose [c0],0.0
171,rxn00647_c0,L-Cysteine:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate [c0] + L-Cysteine [c0] <=> L-Glutamate [c0] + Mercaptopyruvate [c0],0.0
172,rxn00649_c0,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase [c0],H2S [c0] + O-Acetyl-L-serine [c0] --> Acetate [c0] + L-Cysteine [c0],0.00011767609025577382
173,rxn00650_c0,L-cysteinylglycine dipeptidase [c0],H2O [c0] + Cys-Gly [c0] <=> Glycine [c0] + L-Cysteine [c0],0.0
174,rxn00653_c0,3-aminopropanal:NAD+ oxidoreductase [c0],NADH [c0] + 2 H+ [c0] + beta-Alanine [c0] <=> H2O [c0] + NAD [c0] + 3-Aminopropanal [c0],0.0
175,rxn00675_c0,Propionyladenylate:CoA propionyltransferase [c0],CoA [c0] + Propionyladenylate [c0] --> AMP [c0] + H+ [c0] + Propionyl-CoA [c0],0.0
176,rxn00686_c0,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase [c0]",NADP [c0] + Tetrahydrofolate [c0] <=> NADPH [c0] + H+ [c0] + Dihydrofolate [c0],-2.263659543080797e-05
177,rxn00692_c0,"5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase [c0]",H2O [c0] + Glycine [c0] + 5-10-Methylenetetrahydrofolate [c0] <=> L-Serine [c0] + Tetrahydrofolate [c0],-0.0009733448009327074
178,rxn00693_c0,5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase [c0],Homocysteine [c0] + 5-Methyltetrahydrofolate [c0] --> L-Methionine [c0] + Tetrahydrofolate [c0],0.00014229943821283177
179,rxn00704_c0,"alpha-D-Glucose 1-phosphate 1,6-phosphomutase [c0]",Glucose-1-phosphate [c0] <=> D-glucose-6-phosphate [c0],-1.298043225625162e-05
180,rxn00708_c0,Uridine 5'-monophosphate phosphohydrolase [c0],H2O [c0] + UMP [c0] --> Phosphate [c0] + Uridine [c0],0.0
181,rxn00710_c0,orotidine-5'-phosphate carboxy-lyase (UMP-forming) [c0],H+ [c0] + Orotidylic acid [c0] --> CO2 [c0] + UMP [c0],0.00023494263956443104
182,rxn00714_c0,"P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase [c0]",H2O [c0] + UppppU [c0] --> UTP [c0] + H+ [c0] + UMP [c0],0.0
183,rxn00726_c0,chorismate pyruvate-lyase (amino-accepting; anthranilate-forming) [c0],NH3 [c0] + Chorismate [c0] --> H2O [c0] + Pyruvate [c0] + H+ [c0] + Anthranilate [c0],5.2621821846239544e-05
184,rxn00727_c0,Chorismate pyruvate-lyase (amino-accepting) [c0],L-Glutamine [c0] + Chorismate [c0] --> Pyruvate [c0] + L-Glutamate [c0] + H+ [c0] + Anthranilate [c0],0.0
185,rxn00735_c0,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase [c0]",NADH [c0] + CO2 [c0] + 2-Oxobutyrate [c0] <=> NAD [c0] + D-erythro-3-Methylmalate [c0],0.0
186,rxn00738_c0,1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing) [c0],H2O [c0] + 1-Aminocyclopropane-1-carboxylate [c0] <-- NH3 [c0] + 2-Oxobutyrate [c0],-5.484225235078905e-06
187,rxn00740_c0,O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming) [c0],H2O [c0] + O-Succinyl-L-homoserine [c0] --> NH3 [c0] + Succinate [c0] + H+ [c0] + 2-Oxobutyrate [c0],0.0002744330562579492
188,rxn00747_c0,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase [c0],Glyceraldehyde3-phosphate [c0] <=> Glycerone-phosphate [c0],0.0010630413723065567
189,rxn00762_c0,glycerol:NAD+ 2-oxidoreductase [c0],NAD [c0] + Glycerol [c0] <=> NADH [c0] + H+ [c0] + Glycerone [c0],0.0
190,rxn00770_c0,ATP:D-ribose-5-phosphate diphosphotransferase [c0],ATP [c0] + ribose-5-phosphate [c0] <=> AMP [c0] + H+ [c0] + PRPP [c0],0.0007548297274072046
191,rxn00775_c0,ADP-ribose ribophosphohydrolase [c0],H2O [c0] + ADPribose [c0] --> AMP [c0] + 2 H+ [c0] + ribose-5-phosphate [c0],0.0
192,rxn00777_c0,D-ribose-5-phosphate aldose-ketose-isomerase [c0],ribose-5-phosphate [c0] <=> D-Ribulose5-phosphate [c0],-0.0009389427076304988
193,rxn00781_c0,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating) [c0],"NAD [c0] + Phosphate [c0] + Glyceraldehyde3-phosphate [c0] <=> NADH [c0] + H+ [c0] + 1,3-Bisphospho-D-glycerate [c0]",-0.002182964561954275
194,rxn00782_c0,D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating) [c0],"NADP [c0] + Phosphate [c0] + Glyceraldehyde3-phosphate [c0] <-- NADPH [c0] + H+ [c0] + 1,3-Bisphospho-D-glycerate [c0]",0.0
195,rxn00785_c0,D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase [c0],D-fructose-6-phosphate [c0] + Glyceraldehyde3-phosphate [c0] <=> D-Xylulose5-phosphate [c0] + D-Erythrose4-phosphate [c0],0.00018411298022329416
196,rxn00786_c0,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming) [c0]","D-fructose-1,6-bisphosphate [c0] <=> Glycerone-phosphate [c0] + Glyceraldehyde3-phosphate [c0]",-0.000977463580800506
197,rxn00789_c0,1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase [c0],PPi [c0] + H+ [c0] + Phosphoribosyl-ATP [c0] <-- ATP [c0] + PRPP [c0],-8.773218789700776e-05
198,rxn00790_c0,5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating) [c0],PPi [c0] + L-Glutamate [c0] + H+ [c0] + 5-Phosphoribosylamine [c0] <-- H2O [c0] + L-Glutamine [c0] + PRPP [c0],-0.0003521119518434116
199,rxn00791_c0,N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase [c0],PPi [c0] + H+ [c0] + N-5-phosphoribosyl-anthranilate [c0] <-- Anthranilate [c0] + PRPP [c0],-5.2621821846239544e-05
200,rxn00792_c0,biotin:CoA ligase (AMP-forming) [c0],ATP [c0] + BIOT [c0] --> PPi [c0] + Biotinyl-5-AMP [c0],0.0
201,rxn00799_c0,FH [c0],L-Malate [c0] <=> H2O [c0] + Fumarate [c0],-0.0008901704221603384
202,rxn00800_c0,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) [c0]",Adenylosuccinate [c0] <=> AMP [c0] + Fumarate [c0],0.0002696869870078955
203,rxn00802_c0,2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming) [c0],L-Argininosuccinate [c0] <=> L-Arginine [c0] + Fumarate [c0],0.00027385570854411003
204,rxn00806_c0,L-Leucine:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate [c0] + L-Leucine [c0] <=> L-Glutamate [c0] + 4MOP [c0],-0.0004170854211675258
205,rxn00829_c0,ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP; isopentenyl-diphosphate-forming) [c0],ATP [c0] + 5-diphosphomevalonate [c0] --> ADP [c0] + Phosphate [c0] + CO2 [c0] + Isopentenyldiphosphate [c0],0.0005091271238801198
206,rxn00830_c0,Isopentenyl-diphosphate delta3-delta2-isomerase [c0],Isopentenyldiphosphate [c0] <=> DMAPP [c0],0.00012728178097002994
207,rxn00831_c0,Inosine 5'-monophosphate phosphohydrolase [c0],H2O [c0] + IMP [c0] --> Phosphate [c0] + Inosine [c0],0.0
208,rxn00832_c0,"IMP 1,2-hydrolase (decyclizing) [c0]",H2O [c0] + IMP [c0] <=> FAICAR [c0],-0.0004398441397404194
209,rxn00834_c0,IMP:NAD+ oxidoreductase [c0],H2O [c0] + NAD [c0] + IMP [c0] <=> NADH [c0] + H+ [c0] + XMP [c0],0.00017015715273252388
210,rxn00835_c0,ATP:inosine 5'-phosphotransferase [c0],ATP [c0] + Inosine [c0] --> ADP [c0] + H+ [c0] + IMP [c0],0.0
211,rxn00838_c0,IMP:L-aspartate ligase (GDP-forming) [c0],GTP [c0] + L-Aspartate [c0] + IMP [c0] --> Phosphate [c0] + GDP [c0] + 2 H+ [c0] + Adenylosuccinate [c0],0.0002696869870078955
212,rxn00839_c0,ATP:dADP phosphotransferase [c0],ATP [c0] + dADP [c0] <=> ADP [c0] + dATP [c0],0.0
213,rxn00840_c0,dATP:pyruvate 2-O-phosphotransferase [c0],Pyruvate [c0] + dATP [c0] <=> Phosphoenolpyruvate [c0] + H+ [c0] + dADP [c0],0.0
214,rxn00858_c0,Agmatine amidinohydrolase [c0],H2O [c0] + Agmatine [c0] --> Urea [c0] + Putrescine [c0],0.0
215,rxn00863_c0,L-histidinal:NAD+ oxidoreductase [c0],H2O [c0] + NAD [c0] + L-Histidinal [c0] --> NADH [c0] + 2 H+ [c0] + L-Histidine [c0],8.773218789700776e-05
216,rxn00867_c0,L-histidine ammonia-lyase (urocanate-forming) [c0],L-Histidine [c0] --> NH3 [c0] + Urocanate [c0],0.0
217,rxn00881_c0,1D-myo-Inositol 1-phosphate phosphohydrolase [c0],H2O [c0] + Inositol 1-phosphate [c0] --> Phosphate [c0] + L-Inositol [c0],0.0
218,rxn00882_c0,1D-myo-Inositol 4-phosphate phosphohydrolase [c0],H2O [c0] + Inositol 4-phosphate [c0] --> Phosphate [c0] + L-Inositol [c0],0.0
219,rxn00883_c0,1D-myo-Inositol 3-phosphate phosphohydrolase [c0],H2O [c0] + Inositol 3-phosphate [c0] --> Phosphate [c0] + L-Inositol [c0],0.0
220,rxn00898_c0,"2,3-Dihydroxy-3-methylbutanoate hydro-lyase [c0]","2,3-Dihydroxy-isovalerate [c0] --> H2O [c0] + 3-Methyl-2-oxobutanoate [c0]",0.0
221,rxn00902_c0,"acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming) [c0]",CoA [c0] + H+ [c0] + 2-Isopropylmalate [c0] <-- H2O [c0] + Acetyl-CoA [c0] + 3-Methyl-2-oxobutanoate [c0],-0.00041708542119067715
222,rxn00903_c0,L-Valine:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate [c0] + L-Valine [c0] <=> L-Glutamate [c0] + 3-Methyl-2-oxobutanoate [c0],-0.000883787594049962
223,rxn00904_c0,L-Valine:pyruvate aminotransferase [c0],Pyruvate [c0] + L-Valine [c0] <=> L-Alanine [c0] + 3-Methyl-2-oxobutanoate [c0],0.0004919979272707754
224,rxn00907_c0,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase [c0]",NADP [c0] + 5-10-Methylenetetrahydrofolate [c0] <=> NADPH [c0] + 5-10-Methenyltetrahydrofolate [c0],0.0007919560915838309
225,rxn00910_c0,5-methyltetrahydrofolate:NADP+ oxidoreductase [c0],NADP [c0] + 5-Methyltetrahydrofolate [c0] <=> NADPH [c0] + H+ [c0] + 5-10-Methylenetetrahydrofolate [c0],0.0022606161393241564
226,rxn00912_c0,"5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase [c0]",H2O [c0] + 3-Methyl-2-oxobutanoate [c0] + 5-10-Methylenetetrahydrofolate [c0] --> Tetrahydrofolate [c0] + 2-Dehydropantoate [c0],2.1936900940315585e-05
227,rxn00913_c0,Guanosine 5'-monophosphate phosphohydrolase [c0],H2O [c0] + GMP [c0] --> Phosphate [c0] + Guanosine [c0],0.0
228,rxn00914_c0,ATP:guanosine 5'-phosphotransferase [c0],ATP [c0] + Guanosine [c0] --> ADP [c0] + H+ [c0] + GMP [c0],0.0
229,rxn00917_c0,Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming) [c0],H2O [c0] + ATP [c0] + L-Glutamine [c0] + XMP [c0] --> PPi [c0] + AMP [c0] + L-Glutamate [c0] + 3 H+ [c0] + GMP [c0],0.00017015715273252388
230,rxn00926_c0,Adenine aminohydrolase [c0],H2O [c0] + H+ [c0] + Adenine [c0] --> NH3 [c0] + HYXN [c0],0.0
231,rxn00929_c0,L-Proline:NAD+ 5-oxidoreductase [c0],NAD [c0] + L-Proline [c0] <-- NADH [c0] + 2 H+ [c0] + 1-Pyrroline-5-carboxylate [c0],0.0
232,rxn00931_c0,L-Proline:NADP+ 5-oxidoreductase [c0],NADP [c0] + L-Proline [c0] <-- NADPH [c0] + 2 H+ [c0] + 1-Pyrroline-5-carboxylate [c0],0.0
233,rxn00952_c0,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase [c0],H2S [c0] + O-Acetyl-L-homoserine [c0] --> Acetate [c0] + Homocysteine [c0],0.00014229943821283177
234,rxn00974_c0,citrate hydro-lyase (cis-aconitate-forming) [c0],Citrate [c0] <=> H2O [c0] + cis-Aconitate [c0],0.00102065339299712
235,rxn00979_c0,glycolaldehyde:NAD+ oxidoreductase [c0],H2O [c0] + NAD [c0] + Glycolaldehyde [c0] --> NADH [c0] + 2 H+ [c0] + Glycolate [c0],5.484225235078888e-06
236,rxn00980_c0,2-Phosphoglycolate phosphohydrolase [c0],H2O [c0] + 2-Phosphoglycolate [c0] --> Phosphate [c0] + Glycolate [c0],0.0
237,rxn00993_c0,4-fumarylacetoacetate fumarylhydrolase [c0],H+ [c0] + Fumarate [c0] + Acetoacetate [c0] <=> H2O [c0] + Fumarylacetoacetate [c0],0.0
238,rxn01000_c0,prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming) [c0],H+ [c0] + Prephenate [c0] --> H2O [c0] + CO2 [c0] + Phenylpyruvate [c0],0.00017148777268335982
239,rxn01018_c0,carbamoyl-phosphate:L-aspartate carbamoyltransferase [c0],L-Aspartate [c0] + Carbamoylphosphate [c0] --> Phosphate [c0] + H+ [c0] + N-Carbamoyl-L-aspartate [c0],0.00023494263956443104
240,rxn01019_c0,Carbamoyl-phosphate:L-ornithine carbamoyltransferase [c0],Ornithine [c0] + Carbamoylphosphate [c0] --> Phosphate [c0] + H+ [c0] + Citrulline [c0],0.00027385570854411003
241,rxn01022_c0,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase [c0],Phosphate [c0] + 5-Methylthioadenosine [c0] <=> Adenine [c0] + methylthioribose-1-phosphate [c0],0.0
242,rxn01068_c0,L-threonine:NAD+ oxidoreductase [c0],NAD [c0] + L-Threonine [c0] <=> NADH [c0] + H+ [c0] + L-2-Amino-acetoacetate [c0],-6.503214158622823e-05
243,rxn01069_c0,O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming) [c0],H2O [c0] + O-Phospho-L-homoserine [c0] --> Phosphate [c0] + L-Threonine [c0],0.00017530570267992716
244,rxn01100_c0,ATP:3-phospho-D-glycerate 1-phosphotransferase [c0],"ATP [c0] + 3-Phosphoglycerate [c0] --> ADP [c0] + 1,3-Bisphospho-D-glycerate [c0]",0.002182964561954275
245,rxn01101_c0,3-Phospho-D-glycerate:NAD+ 2-oxidoreductase [c0],NAD [c0] + 3-Phosphoglycerate [c0] <=> NADH [c0] + H+ [c0] + 3-Phosphonooxypyruvate [c0],0.0013858140879099083
246,rxn01103_c0,3-Phospho-D-glyceroyl phosphate phosphohydrolase [c0],"H2O [c0] + 1,3-Bisphospho-D-glycerate [c0] --> Phosphate [c0] + H+ [c0] + 3-Phosphoglycerate [c0]",0.0
247,rxn01106_c0,"2-Phospho-D-glycerate 2,3-phosphomutase [c0]",2-Phospho-D-glycerate [c0] <=> 3-Phosphoglycerate [c0],0.003568778649864183
248,rxn01127_c0,ATP:dAMP phosphotransferase [c0],ATP [c0] + H+ [c0] + dAMP [c0] <=> ADP [c0] + dADP [c0],0.0
249,rxn01145_c0,Thymidylate 5'-phosphohydrolase [c0],H2O [c0] + dTMP [c0] --> Phosphate [c0] + Thymidine [c0],0.0
250,rxn01200_c0,Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase [c0],Glyceraldehyde3-phosphate [c0] + Sedoheptulose7-phosphate [c0] <=> ribose-5-phosphate [c0] + D-Xylulose5-phosphate [c0],-0.00018411298022329416
251,rxn01208_c0,R01652 [c0],CO2 [c0] + 4MOP [c0] <-- H+ [c0] + 2-isopropyl-3-oxosuccinate [c0],-0.0004170854211675258
252,rxn01211_c0,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing) [c0]",H2O [c0] + 5-10-Methenyltetrahydrofolate [c0] <=> H+ [c0] + 10-Formyltetrahydrofolate [c0],0.0
253,rxn01213_c0,GPPSYN-RXN [c0],Isopentenyldiphosphate [c0] + DMAPP [c0] --> PPi [c0] + H+ [c0] + Geranyldiphosphate [c0],0.00012728178097002994
254,rxn01217_c0,dCMP aminohydrolase [c0],H2O [c0] + H+ [c0] + dCMP [c0] --> NH3 [c0] + dUMP [c0],1.7152370195729083e-05
255,rxn01218_c0,2'-Deoxycytidine 5'-monophosphate phosphohydrolase [c0],H2O [c0] + dCMP [c0] --> Phosphate [c0] + Deoxycytidine [c0],0.0
256,rxn01219_c0,ATP:dCMP phosphotransferase [c0],ATP [c0] + H+ [c0] + dCMP [c0] <=> ADP [c0] + dCDP [c0],-1.7152370195729083e-05
257,rxn01255_c0,5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming) [c0],5-O--1-Carboxyvinyl-3-phosphoshikimate [c0] --> Phosphate [c0] + Chorismate [c0],0.00036822596044658833
258,rxn01256_c0,Chorismate pyruvatemutase [c0],Chorismate [c0] --> Prephenate [c0],0.0003101199133652699
259,rxn01257_c0,chorismate:L-glutamine aminotransferase [c0],L-Glutamine [c0] + Chorismate [c0] <=> L-Glutamate [c0] + ADC [c0],5.484225235078888e-06
260,rxn01265_c0,Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase [c0],PPi [c0] + Nicotinate ribonucleotide [c0] <=> PRPP [c0] + Niacin [c0],-5.484225235078905e-06
261,rxn01268_c0,Prephenate:NAD+ oxidoreductase(decarboxylating) [c0],NAD [c0] + Prephenate [c0] --> NADH [c0] + CO2 [c0] + p-hydroxyphenylpyruvate [c0],0.00013863214064713247
262,rxn01269_c0,Prephenate:NADP+ oxidoreductase(decarboxylating) [c0],NADP [c0] + Prephenate [c0] --> NADPH [c0] + CO2 [c0] + p-hydroxyphenylpyruvate [c0],0.0
263,rxn01286_c0,D-Glyceraldehyde:NAD+ oxidoreductase [c0],H2O [c0] + NAD [c0] + D-Glyceraldehyde [c0] --> NADH [c0] + 2 H+ [c0] + Glycerate [c0],0.0
264,rxn01300_c0,ATP:L-homoserine O-phosphotransferase [c0],ATP [c0] + L-Homoserine [c0] --> ADP [c0] + H+ [c0] + O-Phospho-L-homoserine [c0],0.00017530570267992716
265,rxn01301_c0,L-Homoserine:NAD+ oxidoreductase [c0],NAD [c0] + L-Homoserine [c0] <=> NADH [c0] + H+ [c0] + L-Aspartate4-semialdehyde [c0],-0.0005920381971507081
266,rxn01302_c0,L-homoserine:NADP+ oxidoreductase [c0],NADP [c0] + L-Homoserine [c0] <=> NADPH [c0] + H+ [c0] + L-Aspartate4-semialdehyde [c0],0.0
267,rxn01303_c0,Acetyl-CoA:L-homoserine O-acetyltransferase [c0],Acetyl-CoA [c0] + L-Homoserine [c0] --> CoA [c0] + O-Acetyl-L-homoserine [c0],0.00041673249447078095
268,rxn01332_c0,"Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming) [c0]",H2O [c0] + Phosphoenolpyruvate [c0] + D-Erythrose4-phosphate [c0] --> Phosphate [c0] + DAHP [c0],0.00036822596044658833
269,rxn01333_c0,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase [c0],Glyceraldehyde3-phosphate [c0] + Sedoheptulose7-phosphate [c0] <=> D-fructose-6-phosphate [c0] + D-Erythrose4-phosphate [c0],0.00018411298022329416
270,rxn01353_c0,ATP:dGDP phosphotransferase [c0],ATP [c0] + dGDP [c0] <=> ADP [c0] + dGTP [c0],0.0
271,rxn01354_c0,dGTP:pyruvate 2-O-phosphotransferase [c0],Pyruvate [c0] + dGTP [c0] <=> Phosphoenolpyruvate [c0] + H+ [c0] + dGDP [c0],-1.7152370195729083e-05
272,rxn01361_c0,(S)-dihydroorotate:NAD+ oxidoreductase [c0],NAD [c0] + S-Dihydroorotate [c0] <=> NADH [c0] + H+ [c0] + Orotate [c0],0.00023494263956443104
273,rxn01362_c0,Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase [c0],PPi [c0] + H+ [c0] + Orotidylic acid [c0] <-- PRPP [c0] + Orotate [c0],-0.00023494263956443104
274,rxn01387_c0,Isocitrate:NADP+ oxidoreductase [c0],NADP [c0] + Isocitrate [c0] <=> NADPH [c0] + H+ [c0] + Oxalosuccinate [c0],0.00102065339299712
275,rxn01388_c0,isocitrate hydro-lyase (cis-aconitate-forming) [c0],Isocitrate [c0] <=> H2O [c0] + cis-Aconitate [c0],-0.00102065339299712
276,rxn01406_c0,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase [c0],Putrescine [c0] + S-Adenosylmethioninamine [c0] --> H+ [c0] + 5-Methylthioadenosine [c0] + Spermidine [c0],5.484225235078905e-06
277,rxn01419_c0,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating) [c0]",NAD [c0] + Homoisocitrate [c0] --> NADH [c0] + CO2 [c0] + 2-Oxoadipate [c0],5.484225235052875e-06
278,rxn01434_c0,L-Citrulline:L-aspartate ligase (AMP-forming) [c0],ATP [c0] + L-Aspartate [c0] + Citrulline [c0] --> PPi [c0] + AMP [c0] + 2 H+ [c0] + L-Argininosuccinate [c0],0.00027385570854411003
279,rxn01445_c0,2'-Deoxyguanosine 5'-monophosphate phosphohydrolase [c0],H2O [c0] + dGMP [c0] --> Phosphate [c0] + Deoxyguanosine [c0],0.0
280,rxn01454_c0,"acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming) [c0]",CoA [c0] + H+ [c0] + HMG-CoA [c0] <-- H2O [c0] + Acetyl-CoA [c0] + Acetoacetyl-CoA [c0],-0.0005091271238801198
281,rxn01459_c0,4-Aminobutyraldehyde:NAD+ oxidoreductase [c0],H2O [c0] + NADP [c0] + 4-Aminobutanal [c0] --> NADPH [c0] + 2 H+ [c0] + GABA [c0],0.0
282,rxn01465_c0,(S)-dihydroorotate amidohydrolase [c0],H2O [c0] + S-Dihydroorotate [c0] <=> H+ [c0] + N-Carbamoyl-L-aspartate [c0],-0.00023494263956443104
283,rxn01466_c0,Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase [c0],Isopentenyldiphosphate [c0] + Geranyldiphosphate [c0] --> PPi [c0] + H+ [c0] + Farnesyldiphosphate [c0],0.00012728178097002994
284,rxn01485_c0,"D-Glucosamine 1-phosphate 1,6-phosphomutase [c0]",D-Glucosamine1-phosphate [c0] <=> D-Glucosamine phosphate [c0],-4.326810752083873e-06
285,rxn01486_c0,"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase [c0]",Isopentenyldiphosphate [c0] + Farnesyldiphosphate [c0] --> PPi [c0] + H+ [c0] + Geranylgeranyl diphosphate [c0],0.00012728178097002994
286,rxn01501_c0,(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating) [c0],2 NADP [c0] + CoA [c0] + Mevalonic acid [c0] <-- 2 NADPH [c0] + 2 H+ [c0] + HMG-CoA [c0],-0.0005091271238801198
287,rxn01507_c0,2'-Deoxyadenosine 5'-monophosphate phosphohydrolase [c0],H2O [c0] + dAMP [c0] --> Phosphate [c0] + Deoxyadenosine [c0],0.0
288,rxn01512_c0,ATP:dTDP phosphotransferase [c0],ATP [c0] + dTDP [c0] <=> ADP [c0] + TTP [c0],1.7152370195729083e-05
289,rxn01513_c0,ATP:dTMP phosphotransferase [c0],ATP [c0] + H+ [c0] + dTMP [c0] <=> ADP [c0] + dTDP [c0],1.7152370195729083e-05
290,rxn01517_c0,ATP:dUMP phosphotransferase [c0],ATP [c0] + H+ [c0] + dUMP [c0] <=> ADP [c0] + dUDP [c0],0.0
291,rxn01520_c0,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase [c0]",5-10-Methylenetetrahydrofolate [c0] + dUMP [c0] --> dTMP [c0] + Dihydrofolate [c0],1.7152370195729083e-05
292,rxn01521_c0,2'-Deoxyuridine 5'-monophosphate phosphohydrolase [c0],H2O [c0] + dUMP [c0] --> Phosphate [c0] + Deoxyuridine [c0],0.0
293,rxn01575_c0,L-Isoleucine:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate [c0] + L-Isoleucine [c0] <=> L-Glutamate [c0] + 3MOP [c0],-0.0002689488310228703
294,rxn01602_c0,dihydrofolate:NADP+ oxidoreductase [c0],NADP [c0] + Dihydrofolate [c0] <=> NADPH [c0] + H+ [c0] + Folate [c0],0.0
295,rxn01603_c0,"7,8-dihydropteroate:L-glutamate ligase (ADP-forming) [c0]",ATP [c0] + L-Glutamate [c0] + Dihydropteroate [c0] --> ADP [c0] + Phosphate [c0] + H+ [c0] + Dihydrofolate [c0],5.484225235078888e-06
296,rxn01607_c0,ATP:(R)-mevalonate 5-phosphotransferase [c0],ATP [c0] + Mevalonic acid [c0] --> ADP [c0] + H+ [c0] + 5-phosphomevalonate [c0],0.0005091271238801198
297,rxn01629_c0,"(S)-4-Amino-5-oxopentanoate 4,5-aminomutase [c0]",5-Aminolevulinate [c0] <=> L-Glutamate1-semialdehyde [c0],0.0
298,rxn01636_c0,N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase [c0],L-Glutamate [c0] + N-Acetylornithine [c0] <=> Ornithine [c0] + N-Acetyl-L-glutamate [c0],0.0004894751510873518
299,rxn01637_c0,N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate [c0] + N-Acetylornithine [c0] <=> L-Glutamate [c0] + 2-Acetamido-5-oxopentanoate [c0],-0.0004894751510873518
300,rxn01639_c0,N-Formimino-L-glutamate formiminohydrolase [c0],H2O [c0] + N-Formimino-L-glutamate [c0] <-- L-Glutamate [c0] + Formamide [c0],0.0
301,rxn01642_c0,4-imidazolone-5-propanoate amidohydrolase [c0],H2O [c0] + H+ [c0] + 4-Imidazolone-5-propanoate [c0] --> N-Formimino-L-glutamate [c0],0.0
